ID,age,state,city,gender,education,salaryinthousands,race,year,marital_status
8883,48,Illinois,Forest Par,Female,Master’s degree,285,Asian,2012,Divorced
8884,77,New Yor,Staten Island,Female,High school diploma or equivalent,95,Native Hawaiian or Other Pacific Islander,2020,Divorced
8885,46,New Jersey,Trenton,Male,Associate degree,215,Native Hawaiian or Other Pacific Islander,2017,Married
8886,57,Nevada,Gardnerville,Female,Doctoral degree,285,White,2015,Divorced
8887,28,South Carolina,Beaufort,Female,Doctoral degree,65,White,2016,Divorced
8888,35,South Carolina,Clemson,Male,Master’s degree,95,Native Hawaiian or Other Pacific Islander,2014,Married
8889,37,New Yor,North Hoosic,Female,"Some college, no degree",85,Blac or African American,2011,Married
8890,51,Missouri,Powersite,Male,Associate degree,125,White,2020,Married
8891,35,New Hampshire,Portsmouth,Female,Less than high school,45,White,2021,Married
8892,74,California,San Leandro,Female,"Some college, no degree",165,Blac or African American,2022,Divorced
8893,63,Maryland,Pinto,Male,Doctoral degree,285,Blac or African American,2018,Married
8894,49,Missouri,Helena,Male,Associate degree,65,White,2014,Divorced
8895,65,Texas,El Paso,Male,Master’s degree,35,Blac or African American,2011,Married
8896,24,Texas,Big Bend National Par,Female,Master’s degree,65,White,2020,Divorced
8897,27,Mississippi,Pascagoula,Female,Associate degree,45,White,2011,Married
8898,65,Pennsylvania,Croydon,Male,High school diploma or equivalent,55,Native Hawaiian or Other Pacific Islander,2020,Separated
8899,34,Pennsylvania,Eldersville,Female,Associate degree,145,White,2014,Married
8900,55,Georgia,Abbeville,Male,Master’s degree,105,Native Hawaiian or Other Pacific Islander,2021,Single
8901,52,Arizona,El Mirage,Male,Master’s degree,145,Blac or African American,2021,Married
8902,75,Texas,Dallas,Female,"Some college, no degree",105,Blac or African American,2011,Divorced
8903,28,South Carolina,Sunset,Female,Associate degree,85,White,2014,Married
8904,22,Illinois,Newman,Male,Doctoral degree,55,Native Hawaiian or Other Pacific Islander,2015,Married
8905,23,New Jersey,Mendham,Female,Associate degree,65,Blac or African American,2021,Married
8906,77,Montana,Helena,Female,Less than high school,55,Asian,2018,Married
8907,28,Arizona,Humboldt,Male,Master’s degree,125,Blac or African American,2020,Separated
8908,31,Missouri,ansas City,Female,Master’s degree,105,Native Hawaiian or Other Pacific Islander,2020,Married
8909,65,Missouri,Mineral Point,Male,Bachelor’s degree,85,Asian,2014,Divorced
8910,71,Michigan,Milan,Male,Associate degree,65,Asian,2019,Married
8911,66,California,San Leandro,Female,Less than high school,95,Native Hawaiian or Other Pacific Islander,2017,Married
8912,24,New Yor,Congers,Male,Less than high school,85,White,2021,Single
8913,18,California,Fresno,Female,Associate degree,45,Blac or African American,2016,Single
8914,70,Ohio,Cleveland,Female,Doctoral degree,215,Blac or African American,2019,Married
8915,19,California,Fresno,Female,Bachelor’s degree,165,White,2010,Divorced
8916,50,Texas,Cotulla,Male,Associate degree,75,Native Hawaiian or Other Pacific Islander,2017,Married
8917,45,Missouri,Syracuse,Male,Less than high school,185,Blac or African American,2013,Single
8918,43,Illinois,Schaumburg,Male,Doctoral degree,75,Native Hawaiian or Other Pacific Islander,2011,Divorced
8919,37,California,San Francisco,Male,Bachelor’s degree,45,Native Hawaiian or Other Pacific Islander,2016,Married
8920,18,New Yor,Lily Dale,Female,High school diploma or equivalent,45,Asian,2013,Married
8921,45,Wisconsin,Manitowoc,Female,Master’s degree,145,Blac or African American,2014,Divorced
8922,66,Georgia,Atlanta,Male,"Some college, no degree",35,Native Hawaiian or Other Pacific Islander,2022,Married
8923,77,Michigan,Lae Orion,Female,Associate degree,145,Native Hawaiian or Other Pacific Islander,2018,Divorced
8924,60,Wisconsin,Mondovi,Male,Associate degree,75,White,2021,Married
8925,57,Aransas,Dardanelle,Female,Doctoral degree,245,White,2015,Divorced
8926,30,entucy,Clearfield,Female,High school diploma or equivalent,125,White,2014,Married
8927,37,Maine,Freeport,Female,Doctoral degree,245,Asian,2010,Divorced
8928,72,South Daota,Brandt,Male,Bachelor’s degree,165,White,2015,Married
8929,52,Florida,Yulee,Female,High school diploma or equivalent,125,Blac or African American,2019,Single
8930,74,Tennessee,ingsport,Male,"Some college, no degree",185,Blac or African American,2010,Widowed
8931,52,New Jersey,Blacwood,Male,Master’s degree,145,White,2021,Married
8932,65,Virginia,Montebello,Male,Doctoral degree,75,Blac or African American,2014,Divorced
8933,60,Connecticut,New Britain,Female,Master’s degree,55,White,2010,Single
8934,35,Pennsylvania,Bally,Female,Bachelor’s degree,185,Native Hawaiian or Other Pacific Islander,2021,Married
8935,47,Texas,Munday,Female,Master’s degree,65,Native Hawaiian or Other Pacific Islander,2013,Separated
8936,75,Michigan,Hart,Male,Doctoral degree,165,Native Hawaiian or Other Pacific Islander,2011,Divorced
8937,63,Maine,Windham,Male,"Some college, no degree",65,Asian,2012,Married
8938,62,Pennsylvania,Johnsonburg,Male,Less than high school,125,Native Hawaiian or Other Pacific Islander,2014,Divorced
8939,43,New Hampshire,Bradford,Male,Bachelor’s degree,55,Native Hawaiian or Other Pacific Islander,2014,Married
8940,42,Oregon,Portland,Female,Doctoral degree,245,Native Hawaiian or Other Pacific Islander,2021,Married
8941,42,Olahoma,Maramec,Female,Less than high school,125,Blac or African American,2018,Single
8942,47,Michigan,Algonac,Male,Associate degree,105,White,2017,Divorced
8943,50,Tennessee,Cottontown,Female,High school diploma or equivalent,245,Native Hawaiian or Other Pacific Islander,2017,Separated
8944,38,Washington,Marysville,Male,High school diploma or equivalent,95,White,2019,Married
8945,56,Minnesota,Utica,Male,Associate degree,215,Native Hawaiian or Other Pacific Islander,2012,Separated
8946,48,Texas,Midland,Female,High school diploma or equivalent,85,Native Hawaiian or Other Pacific Islander,2011,Married
8947,70,New Yor,Woodridge,Female,Bachelor’s degree,105,White,2016,Single
8948,62,Texas,Austin,Female,Doctoral degree,95,American Indian or Alasa Native,2022,Single
8949,73,Tennessee,Carthage,Male,Associate degree,65,White,2013,Single
8950,40,Iowa,Acworth,Female,Doctoral degree,85,Asian,2022,Divorced
8951,33,Missouri,Wasola,Male,High school diploma or equivalent,65,White,2017,Married
8952,28,South Carolina,Williams,Female,High school diploma or equivalent,35,White,2016,Divorced
8953,40,New Hampshire,Londonderry,Female,Associate degree,165,Blac or African American,2013,Married
8954,43,Colorado,Johnstown,Male,High school diploma or equivalent,185,Native Hawaiian or Other Pacific Islander,2019,Single
8955,34,North Daota,Brinsmade,Male,High school diploma or equivalent,45,Native Hawaiian or Other Pacific Islander,2019,Single
8956,68,North Carolina,Mooresville,Male,High school diploma or equivalent,45,White,2015,Single
8957,53,California,Torrance,Male,High school diploma or equivalent,75,Native Hawaiian or Other Pacific Islander,2013,Single
8958,68,Wisconsin,Port Washington,Female,Doctoral degree,105,White,2015,Separated
8959,59,Olahoma,Olahoma City,Female,High school diploma or equivalent,165,Native Hawaiian or Other Pacific Islander,2020,Divorced
8960,70,Florida,Palm Harbor,Female,Less than high school,35,Asian,2013,Divorced
8961,69,New Yor,Marcy,Male,Bachelor’s degree,185,Blac or African American,2016,Married
8962,32,Arizona,Mount Lemmon,Female,Doctoral degree,185,Asian,2020,Married
8963,20,Indiana,Lincoln City,Male,"Some college, no degree",75,White,2022,Married
8964,68,Vermont,East Arlington,Female,Doctoral degree,55,Native Hawaiian or Other Pacific Islander,2011,Separated
8965,64,ansas,Treece,Female,High school diploma or equivalent,285,White,2011,Separated
8966,37,Missouri,Franford,Female,Less than high school,65,American Indian or Alasa Native,2019,Separated
8967,58,Mississippi,Meridian,Female,"Some college, no degree",245,American Indian or Alasa Native,2011,Married
8968,40,Virginia,Stonega,Male,Associate degree,75,Asian,2018,Single
8969,19,Connecticut,New Haven,Female,High school diploma or equivalent,85,Blac or African American,2012,Divorced
8970,51,Illinois,Shirley,Male,Bachelor’s degree,285,Blac or African American,2020,Married
8971,71,Ohio,Dayton,Female,High school diploma or equivalent,145,White,2016,Single
8972,36,Aransas,Portland,Female,Bachelor’s degree,245,Asian,2022,Separated
8973,43,Minnesota,Savage,Male,Less than high school,125,Native Hawaiian or Other Pacific Islander,2011,Married
8974,54,Florida,Fort Pierce,Male,High school diploma or equivalent,95,White,2012,Divorced
8975,77,Missouri,Louisiana,Female,Bachelor’s degree,75,White,2021,Single
8976,37,California,Menifee,Male,Associate degree,125,Native Hawaiian or Other Pacific Islander,2018,Divorced
8977,74,Florida,Orlando,Female,"Some college, no degree",55,Blac or African American,2011,Divorced
8978,67,Maine,North Turner,Male,Master’s degree,185,Native Hawaiian or Other Pacific Islander,2014,Married
8979,21,New Hampshire,Glencliff,Male,Associate degree,55,Native Hawaiian or Other Pacific Islander,2019,Separated
8980,44,Texas,Ledbetter,Male,Associate degree,85,White,2013,Single
8981,41,Washington,Bellingham,Male,High school diploma or equivalent,35,Blac or African American,2013,Single
8982,34,New Yor,Jamaica,Female,Bachelor’s degree,55,White,2019,Married
8983,48,Washington,Vancouver,Male,Bachelor’s degree,125,Blac or African American,2016,Single
8984,41,Pennsylvania,Pittsburgh,Male,Doctoral degree,145,Blac or African American,2016,Single
8985,59,North Daota,Wahpeton,Female,Bachelor’s degree,145,Asian,2014,Separated
8986,23,West Virginia,Huntington,Female,Bachelor’s degree,215,Asian,2016,Married
8987,48,Indiana,Bennington,Male,"Some college, no degree",55,White,2015,Separated
8988,64,Missouri,Blue Mound,Male,"Some college, no degree",165,Native Hawaiian or Other Pacific Islander,2019,Single
8989,72,ansas,Westmoreland,Male,Bachelor’s degree,85,Blac or African American,2022,Married
8990,45,entucy,Pembroe,Male,High school diploma or equivalent,285,Blac or African American,2013,Widowed
8991,66,Pennsylvania,Willow Street,Female,Associate degree,145,Blac or African American,2014,Divorced
8992,53,California,Santa Rosa,Male,Associate degree,65,Asian,2019,Divorced
8993,28,Maine,Saint Francis,Male,Associate degree,125,Native Hawaiian or Other Pacific Islander,2019,Single
8994,31,Missouri,Vienna,Female,"Some college, no degree",285,Native Hawaiian or Other Pacific Islander,2018,Married
8995,54,Indiana,Evansville,Female,"Some college, no degree",65,White,2014,Married
8996,19,California,Eurea,Female,Bachelor’s degree,85,White,2018,Divorced
8997,74,Alabama,Mobile,Male,Bachelor’s degree,85,Asian,2018,Single
8998,31,West Virginia,Parsons,Male,Less than high school,105,Asian,2019,Divorced
8999,32,Maryland,Sandy Spring,Male,High school diploma or equivalent,95,Blac or African American,2010,Married
9000,51,Michigan,Galesburg,Male,Master’s degree,125,White,2016,Separated
9001,34,Oregon,Paisley,Female,Master’s degree,45,Native Hawaiian or Other Pacific Islander,2017,Separated
9002,52,Iowa,Pilot Mound,Male,High school diploma or equivalent,285,Blac or African American,2011,Married
9003,49,Georgia,Valdosta,Male,High school diploma or equivalent,65,White,2014,Married
9004,71,Tennessee,Sewanee,Male,Doctoral degree,185,White,2021,Married
9005,69,New Mexico,Springer,Female,Master’s degree,215,Blac or African American,2020,Married
9006,37,Massachusetts,Middleton,Female,Bachelor’s degree,125,Native Hawaiian or Other Pacific Islander,2012,Married
9007,36,Tennessee,Johnson City,Female,Doctoral degree,45,White,2021,Married
9008,46,Pennsylvania,Wendel,Male,Master’s degree,75,Native Hawaiian or Other Pacific Islander,2013,Married
9009,44,Olahoma,Olahoma City,Male,Associate degree,65,Asian,2010,Divorced
9010,60,Illinois,Elmwood Par,Male,High school diploma or equivalent,125,Asian,2018,Divorced
9011,65,Texas,Wichita Falls,Female,High school diploma or equivalent,215,Native Hawaiian or Other Pacific Islander,2015,Married
9012,31,ansas,Oswego,Male,Associate degree,285,Native Hawaiian or Other Pacific Islander,2013,Married
9013,19,California,Upland,Male,Master’s degree,245,Native Hawaiian or Other Pacific Islander,2014,Divorced
9014,40,Connecticut,Groton,Male,Master’s degree,185,Blac or African American,2012,Single
9015,69,Massachusetts,Chelsea,Male,Less than high school,65,Native Hawaiian or Other Pacific Islander,2011,Single
9016,55,Iowa,Iowa City,Female,High school diploma or equivalent,185,White,2016,Separated
9017,35,Massachusetts,Plympton,Female,Bachelor’s degree,215,Native Hawaiian or Other Pacific Islander,2021,Married
9018,27,Alabama,Mobile,Male,Master’s degree,165,White,2010,Married
9019,50,Pennsylvania,McGrann,Female,"Some college, no degree",45,Blac or African American,2018,Divorced
9020,72,California,Oaland,Male,Master’s degree,285,Native Hawaiian or Other Pacific Islander,2013,Married
9021,55,Montana,Silver Star,Male,Bachelor’s degree,185,Asian,2013,Single
9022,27,Wisconsin,Madison,Male,Less than high school,285,American Indian or Alasa Native,2013,Married
9023,71,Tennessee,Shelbyville,Male,Master’s degree,165,Native Hawaiian or Other Pacific Islander,2011,Widowed
9024,55,Texas,aty,Male,Less than high school,95,Native Hawaiian or Other Pacific Islander,2010,Married
9025,34,Colorado,Fort Collins,Female,Associate degree,165,Native Hawaiian or Other Pacific Islander,2019,Separated
9026,48,South Daota,eystone,Female,"Some college, no degree",35,Asian,2015,Single
9027,56,Indiana,Wawaa,Female,Master’s degree,185,White,2018,Widowed
9028,36,New Yor,West Nyac,Female,Less than high school,35,Asian,2020,Single
9029,47,Pennsylvania,Normalville,Female,Doctoral degree,145,White,2019,Separated
9030,34,New Yor,Vernon,Female,Doctoral degree,95,Native Hawaiian or Other Pacific Islander,2014,Married
9031,34,Indiana,Fort Wayne,Female,Master’s degree,85,Asian,2016,Divorced
9032,69,Texas,Carlton,Male,Bachelor’s degree,75,Asian,2019,Married
9033,45,Illinois,Freeburg,Female,Bachelor’s degree,85,Asian,2018,Separated
9034,63,Maryland,Capitol Heights,Male,"Some college, no degree",95,Native Hawaiian or Other Pacific Islander,2020,Single
9035,49,entucy,Waneta,Male,Master’s degree,185,Blac or African American,2019,Single
9036,54,Minnesota,Halloc,Male,Doctoral degree,35,White,2021,Single
9037,29,New Jersey,Little Yor,Male,High school diploma or equivalent,85,Blac or African American,2018,Divorced
9038,27,Missouri,Saint Louis,Female,"Some college, no degree",285,Native Hawaiian or Other Pacific Islander,2017,Single
9039,53,Iowa,Minburn,Female,High school diploma or equivalent,55,White,2010,Married
9040,70,West Virginia,Freeman,Female,"Some college, no degree",45,Native Hawaiian or Other Pacific Islander,2016,Married
9041,51,Mississippi,Hurley,Female,Associate degree,145,Native Hawaiian or Other Pacific Islander,2014,Single
9042,72,Arizona,Central,Female,Bachelor’s degree,125,American Indian or Alasa Native,2013,Divorced
9043,25,New Yor,Rochester,Male,Associate degree,105,Asian,2016,Single
9044,76,New Hampshire,Greenland,Female,Associate degree,55,Asian,2021,Divorced
9045,34,Missouri,Platte City,Male,High school diploma or equivalent,165,Native Hawaiian or Other Pacific Islander,2022,Married
9046,63,Wisconsin,Niagara,Male,Less than high school,75,Native Hawaiian or Other Pacific Islander,2016,Married
9047,53,Tennessee,Nashville,Female,Master’s degree,65,White,2014,Married
9048,73,Vermont,Canaan,Male,Bachelor’s degree,245,Native Hawaiian or Other Pacific Islander,2014,Divorced
9049,61,Tennessee,Whiteside,Male,Less than high school,105,Blac or African American,2021,Married
9050,22,Illinois,Springfield,Male,Doctoral degree,165,Blac or African American,2022,Married
9051,58,Minnesota,Prinsburg,Male,"Some college, no degree",185,White,2011,Single
9052,72,Ohio,Toledo,Male,Less than high school,85,Native Hawaiian or Other Pacific Islander,2016,Married
9053,59,Olahoma,Tulsa,Female,High school diploma or equivalent,185,White,2011,Married
9054,42,New Yor,Newfane,Male,Doctoral degree,165,White,2012,Divorced
9055,69,Pennsylvania,Verona,Male,Less than high school,85,Native Hawaiian or Other Pacific Islander,2021,Married
9056,41,entucy,Pieville,Female,High school diploma or equivalent,125,White,2019,Married
9057,35,Texas,San Antonio,Female,Doctoral degree,165,Blac or African American,2011,Single
9058,22,Massachusetts,Nonantum,Female,"Some college, no degree",285,American Indian or Alasa Native,2021,Married
9059,46,Mississippi,Pass Christian,Female,Doctoral degree,45,Native Hawaiian or Other Pacific Islander,2012,Single
9060,41,Illinois,Palatine,Male,Bachelor’s degree,55,Blac or African American,2010,Divorced
9061,74,New Yor,Rushville,Female,High school diploma or equivalent,165,Native Hawaiian or Other Pacific Islander,2021,Divorced
9062,44,Wisconsin,Armstrong Cree,Female,Doctoral degree,35,White,2013,Married
9063,60,Maryland,Bethesda,Male,Associate degree,55,Native Hawaiian or Other Pacific Islander,2013,Divorced
9064,49,Pennsylvania,Pittsburgh,Male,Master’s degree,35,Blac or African American,2010,Married
9065,75,Missouri,Tiff,Female,Associate degree,95,Asian,2021,Single
9066,43,West Virginia,Bicmore,Female,Doctoral degree,285,Native Hawaiian or Other Pacific Islander,2021,Divorced
9067,27,New Yor,Truxton,Male,Master’s degree,35,Native Hawaiian or Other Pacific Islander,2010,Single
9068,57,entucy,Talbert,Female,Master’s degree,75,Blac or African American,2015,Married
9069,51,Maryland,Fulton,Male,Master’s degree,65,Native Hawaiian or Other Pacific Islander,2010,Married
9070,47,Louisiana,Alexandria,Female,Master’s degree,145,Asian,2016,Divorced
9071,67,Indiana,Owensburg,Male,Doctoral degree,245,Asian,2017,Married
9072,50,California,Diamond Springs,Male,Less than high school,145,Native Hawaiian or Other Pacific Islander,2021,Single
9073,58,Virginia,Dewitt,Male,Bachelor’s degree,85,White,2012,Married
9074,47,Wisconsin,Roc Springs,Female,Associate degree,285,Native Hawaiian or Other Pacific Islander,2010,Separated
9075,22,Pennsylvania,Frederictown,Female,Associate degree,65,Blac or African American,2010,Single
9076,41,California,Irvine,Female,High school diploma or equivalent,105,Native Hawaiian or Other Pacific Islander,2021,Divorced
9077,35,Pennsylvania,Presto,Female,High school diploma or equivalent,105,White,2013,Divorced
9078,39,Texas,Bula,Female,Bachelor’s degree,85,White,2016,Married
9079,52,Montana,Harlowton,Female,Associate degree,285,Blac or African American,2019,Married
9080,58,Michigan,Southgate,Male,Master’s degree,185,Native Hawaiian or Other Pacific Islander,2016,Single
9081,70,Wisconsin,Rochester,Female,Master’s degree,215,Blac or African American,2012,Married
9082,19,Colorado,Lewis,Male,Doctoral degree,105,Asian,2020,Divorced
9083,71,Texas,Rosser,Male,Master’s degree,75,Blac or African American,2010,Married
9084,21,Louisiana,Plaquemine,Male,Less than high school,95,White,2011,Married
9085,56,Vermont,Passumpsic,Male,Master’s degree,55,White,2016,Married
9086,73,Louisiana,Lacombe,Male,"Some college, no degree",75,White,2020,Married
9087,37,Delaware,Wilmington,Male,Master’s degree,35,American Indian or Alasa Native,2021,Divorced
9088,67,Florida,Ormond Beach,Male,Doctoral degree,85,American Indian or Alasa Native,2013,Divorced
9089,24,Texas,Denton,Female,Associate degree,145,Asian,2011,Married
9090,39,Virginia,Jamaica,Male,"Some college, no degree",105,Blac or African American,2016,Single
9091,26,Mississippi,Silver City,Female,Master’s degree,65,Native Hawaiian or Other Pacific Islander,2018,Married
9092,21,Texas,San Angelo,Female,Less than high school,45,Asian,2020,Single
9093,59,Virginia,Dulles,Male,"Some college, no degree",145,White,2012,Separated
9094,43,South Daota,Castlewood,Male,High school diploma or equivalent,85,White,2012,Married
9095,70,Pennsylvania,Highspire,Male,Master’s degree,45,Native Hawaiian or Other Pacific Islander,2013,Single
9096,24,Wisconsin,Watertown,Male,High school diploma or equivalent,185,Asian,2014,Married
9097,77,California,Long Beach,Male,Less than high school,125,White,2014,Single
9098,54,Iowa,Farnhamville,Male,Less than high school,75,Native Hawaiian or Other Pacific Islander,2013,Married
9099,25,Texas,Franston,Female,Master’s degree,85,Native Hawaiian or Other Pacific Islander,2012,Divorced
9100,20,Texas,Warren,Male,Master’s degree,215,Native Hawaiian or Other Pacific Islander,2010,Married
9101,76,Arizona,Show Low,Female,Less than high school,105,Blac or African American,2021,Married
9102,34,Florida,Bartow,Male,Associate degree,95,Blac or African American,2019,Single
9103,42,West Virginia,Amherstdale-Robinette,Male,Less than high school,285,Native Hawaiian or Other Pacific Islander,2017,Single
9104,71,Pennsylvania,Fredonia,Female,Doctoral degree,105,Native Hawaiian or Other Pacific Islander,2016,Divorced
9105,29,Ohio,Patriot,Female,High school diploma or equivalent,75,American Indian or Alasa Native,2012,Married
9106,71,Illinois,Summit Argo,Female,Less than high school,75,Blac or African American,2012,Married
9107,77,New Mexico,Penasco,Female,Bachelor’s degree,245,Asian,2021,Divorced
9108,70,ansas,Richland,Female,Less than high school,145,Native Hawaiian or Other Pacific Islander,2013,Divorced
9109,48,Missouri,Curryville,Female,Master’s degree,165,Asian,2021,Single
9110,68,South Carolina,Pacolet,Male,High school diploma or equivalent,75,Blac or African American,2012,Married
9111,36,Alabama,Huntsville,Male,Less than high school,55,Native Hawaiian or Other Pacific Islander,2015,Married
9112,34,Olahoma,Oeene,Male,Associate degree,285,Native Hawaiian or Other Pacific Islander,2011,Married
9113,50,Indiana,Bloomington,Male,High school diploma or equivalent,55,Asian,2021,Widowed
9114,57,Michigan,Saint Johns,Male,"Some college, no degree",185,American Indian or Alasa Native,2013,Divorced
9115,41,Alabama,Uriah,Female,Master’s degree,245,White,2014,Married
9116,40,West Virginia,Amherstdale,Male,Bachelor’s degree,75,White,2015,Married
9117,61,South Daota,Belvidere,Female,Associate degree,65,American Indian or Alasa Native,2010,Married
9118,45,Texas,Dallas,Male,Less than high school,95,American Indian or Alasa Native,2021,Separated
9119,42,California,Tracy,Female,Master’s degree,285,Blac or African American,2012,Single
9120,66,Georgia,Carnesville,Male,Doctoral degree,95,Blac or African American,2017,Divorced
9121,68,Texas,Houston,Male,Master’s degree,55,Blac or African American,2011,Married
9122,46,New Yor,Fultonville,Female,Less than high school,85,Blac or African American,2019,Single
9123,47,Oregon,Riddle,Male,Associate degree,285,Native Hawaiian or Other Pacific Islander,2012,Married
9124,59,Florida,Woodville,Female,Master’s degree,35,Native Hawaiian or Other Pacific Islander,2013,Widowed
9125,32,California,Pasadena,Male,"Some college, no degree",185,Asian,2016,Married
9126,54,Minnesota,Saint Paul,Male,"Some college, no degree",285,Native Hawaiian or Other Pacific Islander,2020,Separated
9127,62,New Yor,Hollowville,Female,Master’s degree,185,White,2011,Married
9128,70,California,Long Beach,Female,High school diploma or equivalent,45,Native Hawaiian or Other Pacific Islander,2022,Divorced
9129,72,California,Santa Clara,Female,High school diploma or equivalent,245,Blac or African American,2017,Single
9130,39,Maryland,Tyasin,Male,"Some college, no degree",45,White,2018,Married
9131,18,Washington,Medical Lae,Male,High school diploma or equivalent,245,Native Hawaiian or Other Pacific Islander,2017,Single
9132,64,Nebrasa,Juniata,Male,Less than high school,215,White,2019,Single
9133,67,entucy,Rineyville,Female,"Some college, no degree",95,Blac or African American,2017,Married
9134,22,Massachusetts,Merrimac,Female,Less than high school,125,American Indian or Alasa Native,2013,Married
9135,60,Colorado,Collbran,Male,Master’s degree,185,White,2013,Married
9136,21,Pennsylvania,Tylersburg,Male,"Some college, no degree",125,Blac or African American,2021,Separated
9137,18,Michigan,Warren,Female,Associate degree,245,White,2018,Divorced
9138,30,New Hampshire,West Lebanon,Female,Associate degree,35,Blac or African American,2012,Divorced
9139,62,Texas,Pawnee,Female,Master’s degree,245,Native Hawaiian or Other Pacific Islander,2021,Married
9140,74,Puerto Rico,Juana Diaz,Female,Less than high school,55,White,2015,Single
9141,44,New Yor,Falconer,Female,Doctoral degree,85,Blac or African American,2018,Divorced
9142,44,Michigan,Grand Rapids,Male,Bachelor’s degree,165,White,2018,Married
9143,41,Michigan,Lincoln,Female,High school diploma or equivalent,95,Asian,2021,Divorced
9144,61,Idaho,Potlatch,Female,Associate degree,105,Blac or African American,2019,Married
9145,23,Puerto Rico,Cayey,Female,"Some college, no degree",105,Native Hawaiian or Other Pacific Islander,2017,Separated
9146,35,Washington,Snohomish,Female,High school diploma or equivalent,145,White,2018,Divorced
9147,45,Virginia,Merrifield,Male,"Some college, no degree",215,Native Hawaiian or Other Pacific Islander,2021,Single
9148,65,Florida,Fort Lauderdale,Male,Associate degree,45,Blac or African American,2020,Married
9149,39,Minnesota,Maple Plain,Female,Master’s degree,145,White,2013,Divorced
9150,29,New Mexico,Ojo Caliente,Male,High school diploma or equivalent,85,White,2011,Single
9151,32,Michigan,Bay City,Male,Bachelor’s degree,215,Native Hawaiian or Other Pacific Islander,2019,Divorced
9152,39,Illinois,Peoria,Male,High school diploma or equivalent,55,Native Hawaiian or Other Pacific Islander,2021,Married
9153,40,Wisconsin,Edgar,Male,High school diploma or equivalent,35,Native Hawaiian or Other Pacific Islander,2011,Married
9154,33,Puerto Rico,Carolina,Male,Less than high school,45,White,2017,Married
9155,72,Nebrasa,Morse Bluff,Female,"Some college, no degree",35,Asian,2018,Married
9156,40,Texas,Dallas,Female,Doctoral degree,55,White,2010,Widowed
9157,19,Virginia,Richmond,Male,"Some college, no degree",145,American Indian or Alasa Native,2014,Separated
9158,27,Missouri,Plattsburg,Male,Master’s degree,85,Blac or African American,2019,Divorced
9159,27,California,Palmdale,Female,Associate degree,75,White,2016,Married
9160,42,Louisiana,Alexandria,Female,Bachelor’s degree,55,Native Hawaiian or Other Pacific Islander,2012,Divorced
9161,33,South Daota,Vivian,Female,Less than high school,145,Native Hawaiian or Other Pacific Islander,2011,Married
9162,28,Idaho,Atlanta,Female,Master’s degree,215,Native Hawaiian or Other Pacific Islander,2015,Married
9163,39,Indiana,New Washington,Male,Doctoral degree,85,Native Hawaiian or Other Pacific Islander,2014,Single
9164,29,Tennessee,Memphis,Female,Master’s degree,215,Asian,2013,Single
9165,20,Indiana,Michigantown,Male,High school diploma or equivalent,145,Blac or African American,2021,Divorced
9166,21,Maine,South Thomaston,Male,"Some college, no degree",185,White,2013,Separated
9167,75,Texas,Tomball,Male,Associate degree,145,Blac or African American,2021,Separated
9168,41,California,Inyoern,Male,Associate degree,75,Native Hawaiian or Other Pacific Islander,2018,Married
9169,36,Illinois,Highland Par,Female,Bachelor’s degree,45,Native Hawaiian or Other Pacific Islander,2021,Married
9170,27,Wisconsin,Wilson,Male,Associate degree,185,White,2016,Widowed
9171,48,Pennsylvania,Shamoin Dam,Male,Master’s degree,145,Native Hawaiian or Other Pacific Islander,2010,Single
9172,65,Ohio,Cincinnati,Male,Doctoral degree,95,White,2016,Separated
9173,18,California,San Diego,Male,Bachelor’s degree,35,White,2020,Married
9174,20,Texas,El Paso,Female,High school diploma or equivalent,145,Asian,2018,Single
9175,48,Texas,Morgan Mill,Male,Associate degree,145,Blac or African American,2014,Married
9176,27,Mississippi,Ludlow,Male,Bachelor’s degree,125,American Indian or Alasa Native,2019,Married
9177,72,Missouri,Metz,Male,"Some college, no degree",95,White,2010,Separated
9178,40,North Daota,Valley City,Male,Associate degree,85,Asian,2013,Married
9179,70,New Yor,South Schodac,Female,Associate degree,55,Asian,2016,Divorced
9180,30,New Mexico,Roswell,Male,"Some college, no degree",185,Native Hawaiian or Other Pacific Islander,2011,Divorced
9181,21,Texas,Mingus,Female,Bachelor’s degree,105,Native Hawaiian or Other Pacific Islander,2012,Married
9182,65,Indiana,Monroe City,Female,Bachelor’s degree,85,American Indian or Alasa Native,2020,Divorced
9183,35,Maryland,Pylesville,Female,Bachelor’s degree,285,White,2016,Single
9184,46,South Daota,Corona,Female,Master’s degree,215,Native Hawaiian or Other Pacific Islander,2014,Separated
9185,27,New Yor,Brewerton,Female,Bachelor’s degree,45,Blac or African American,2019,Married
9186,33,West Virginia,Pullman,Male,Doctoral degree,185,Asian,2018,Married
9187,43,Wisconsin,Trempealeau,Male,Bachelor’s degree,125,White,2010,Married
9188,34,Pennsylvania,Dicerson Run,Male,High school diploma or equivalent,215,Native Hawaiian or Other Pacific Islander,2010,Divorced
9189,46,Pennsylvania,Star Junction,Female,Associate degree,35,Asian,2011,Single
9190,21,Pennsylvania,Palmerton,Male,High school diploma or equivalent,105,Native Hawaiian or Other Pacific Islander,2016,Divorced
9191,35,Missouri,Fairport,Female,Doctoral degree,285,White,2013,Single
9192,26,Texas,Gainesville,Female,High school diploma or equivalent,125,Blac or African American,2015,Single
